Name,Link
Amrut,https://www.zomato.com/mumbai/amrut-sion
Adarsh Annapoorna,https://www.zomato.com/mumbai/adarsh-annapoorna-kalbadevi
Ande Ka Funda,https://www.zomato.com/mumbai/ande-ka-funda-borivali-west
Amigos,https://www.zomato.com/mumbai/amigos-malad-west
Anukul Restaurant,https://www.zomato.com/mumbai/anukul-restaurant-kharghar-navi-mumbai
Apna's Kabab's Roll's,https://www.zomato.com/mumbai/apnas-kababs-rolls-fort
Aum Fine Dine,https://www.zomato.com/mumbai/aum-fine-dine-malad-west
Ammi's Biryani,https://www.zomato.com/mumbai/ammis-biryani-chembur
Ambot Tik,https://www.zomato.com/mumbai/ambot-tik-castle-mill-thane-west
Angel Dosa Centre,https://www.zomato.com/mumbai/angel-dosa-centre-majiwada-thane-west-thane
Alka Vihar,https://www.zomato.com/mumbai/alka-vihar-malad-west
Ayaz's The Kebab Place,https://www.zomato.com/mumbai/ayazs-the-kebab-place-pali-hill-bandra-west
Ayyappan Pure Veg,https://www.zomato.com/mumbai/ayyappan-pure-veg-chembur
Ammi's Biryani,https://www.zomato.com/mumbai/ammis-biryani-borivali-west
Apsara Ice Creams,https://www.zomato.com/mumbai/apsara-ice-creams-malabar-hill
Akshaya Restaurant,https://www.zomato.com/mumbai/akshaya-restaurant-parel
Aanyo's Kitchen,https://www.zomato.com/mumbai/aanyos-kitchen-mira-road
A-1 Ice Cream,https://www.zomato.com/mumbai/a-1-ice-cream-ghatkopar-east
Annpurna,https://www.zomato.com/mumbai/annpurna-vashi-navi-mumbai
Apicius,https://www.zomato.com/mumbai/apicius-veera-desai-area
Alibaba,https://www.zomato.com/mumbai/alibaba-colaba
Apron Patisserie,https://www.zomato.com/mumbai/apron-patisserie-breach-candy
Anugraha Pure Veg,https://www.zomato.com/mumbai/anugraha-pure-veg-dadar-west
Amrut Restaurant & Bar,https://www.zomato.com/mumbai/amrut-restaurant-bar-powai
Ashwith Family Dining Bar,https://www.zomato.com/mumbai/ashwith-family-dining-bar-kopar-khairane-navi-mumbai
Anukool Elite,https://www.zomato.com/mumbai/anukool-elite-dombivali-east
Apsara Ice Creams,https://www.zomato.com/mumbai/apsara-ice-creams-mulund-west
The American Express Bakery,https://www.zomato.com/mumbai/the-american-express-bakery-byculla
Ceremonial,https://www.zomato.com/mumbai/ceremonial-mulund-west
Ahar Restaurant,https://www.zomato.com/mumbai/ahar-restaurant-matunga-east
Ahura Bakery,https://www.zomato.com/mumbai/ahura-bakery-near-andheri-west-station
Arabic Kitchen,https://www.zomato.com/mumbai/arabic-kitchen-hiranandani-estate-thane-west
Ashirwad,https://www.zomato.com/mumbai/ashirwad-dadar-east
Arasa,https://www.zomato.com/mumbai/arasa-near-andheri-east-station
Albela Chinese Home,https://www.zomato.com/mumbai/albela-chinese-home-kandivali-west
Aquarius - The Taj Mahal Palace,https://www.zomato.com/mumbai/aquarius-the-taj-mahal-palace-colaba
Afterparty,https://www.zomato.com/mumbai/afterparty-sanpada-navi-mumbai
Ankshita Veg,https://www.zomato.com/mumbai/ankshita-veg-fort
Ammi's Biryani,https://www.zomato.com/mumbai/ammis-biryani-vile-parle-west
Achija,https://www.zomato.com/mumbai/achija-1-mulund-west
Adar Udupi Refreshment,https://www.zomato.com/mumbai/adar-udupi-refreshment-vile-parle-east
Amritsari Tadka,https://www.zomato.com/mumbai/amritsari-tadka-7-bungalows
Aparna Pure Veg,https://www.zomato.com/mumbai/aparna-pure-veg-naupada-thane-west
Apeksha Veg Restaurant,https://www.zomato.com/mumbai/apeksha-veg-restaurant-fort
Ashraya Restaurant,https://www.zomato.com/mumbai/ashraya-restaurant-dadar-shivaji-park
Aushi's Kitchen,https://www.zomato.com/mumbai/aushis-kitchen-borivali-west
Artesano - Cake Art by Suchita,https://www.zomato.com/mumbai/artesano-cake-art-by-suchita-kasarvadavli-thane-west
New Aamantran Family Restaurant,https://www.zomato.com/mumbai/new-aamantran-family-restaurant-kandivali-east
Aagri Culture Express,https://www.zomato.com/mumbai/aagri-culture-express-lower-parel
Flying Kitchen,https://www.zomato.com/mumbai/flying-kitchen-new-panvel-navi-mumbai
Ambadnya,https://www.zomato.com/mumbai/ambadnya-mira-road
Amrapali Bar & Restaurant,https://www.zomato.com/mumbai/amrapali-bar-restaurant-fort
Anant Treat Pure Veg,https://www.zomato.com/mumbai/anant-treat-pure-veg-kalyan
Amigos,https://www.zomato.com/mumbai/amigos-1-versova
Ammi's Biryani,https://www.zomato.com/mumbai/ammis-biryani-bandra-east
Amore Gourmet Gelato,https://www.zomato.com/mumbai/amore-gourmet-gelato-1-ghatkopar-west
Ambika Bhavan,https://www.zomato.com/mumbai/ambika-bhavan-1-kharghar-navi-mumbai
Ankit Chinese Dine,https://www.zomato.com/mumbai/ankit-chinese-dine-chembur
Aishwarya Resto-Bar,https://www.zomato.com/mumbai/aishwarya-resto-bar-chembur
Amruta Veg Treat,https://www.zomato.com/mumbai/amruta-veg-treat-khopat-thane-west
Ash Kitchen,https://www.zomato.com/mumbai/ash-kitchen-owale-thane-west
Aromas of China,https://www.zomato.com/mumbai/aromas-of-china-veera-desai-area
All Izz Well,https://www.zomato.com/mumbai/all-izz-well-carter-road-bandra-west
Abhiruchi,https://www.zomato.com/mumbai/abhiruchi-bhandup
Anando,https://www.zomato.com/mumbai/anando-chowpatty
Addiction Lounge,https://www.zomato.com/mumbai/addiction-lounge-versova
A2M2 Kitchen,https://www.zomato.com/mumbai/a2m2-kitchen-ghatkopar-east
Appetite Fine Dine,https://www.zomato.com/mumbai/appetite-fine-dine-sanpada-navi-mumbai
Aashray,https://www.zomato.com/mumbai/aashray-malad-west
Ashok Pure Veg,https://www.zomato.com/mumbai/ashok-pure-veg-malad-east
Ashvita,https://www.zomato.com/mumbai/ashvita-kamothe-navi-mumbai
Ayaz's,https://www.zomato.com/mumbai/ayazs-hill-road-bandra-west
Amoeba Sports Bar,https://www.zomato.com/mumbai/amoeba-sports-bar-kurla
Abhishek Pure Veg,https://www.zomato.com/mumbai/abhishek-pure-veg-khopat-thane-west
Akkis Family Restaurant,https://www.zomato.com/mumbai/akkis-family-restaurant-dombivali-east
Ashok Restaurant,https://www.zomato.com/mumbai/ashok-restaurant-prabhadevi
Aditi Juice Centre,https://www.zomato.com/mumbai/aditi-juice-centre-near-andheri-west-station
Ambika Lunch Home,https://www.zomato.com/mumbai/ambika-lunch-home-marol
Anna Leela Veg Wonders,https://www.zomato.com/mumbai/anna-leela-veg-wonders-mumbai-central
Aleemi's Tikka House,https://www.zomato.com/mumbai/aleemis-tikka-house-sanpada-navi-mumbai
Agrawal's Om Juice & Fast Food,https://www.zomato.com/mumbai/agrawals-om-juice-fast-food-ghatkopar-east
Aaram,https://www.zomato.com/mumbai/aaram-bandra-east
Andy's Pizzeria and Diner,https://www.zomato.com/mumbai/andys-pizzeria-and-diner-khar
Argileh,https://www.zomato.com/mumbai/argileh-khar
Adarsh Pure Veg,https://www.zomato.com/mumbai/adarsh-pure-veg-vikhroli
Akshay Lunch Home,https://www.zomato.com/mumbai/akshay-lunch-home-nerul-navi-mumbai
Apple A Day,https://www.zomato.com/mumbai/apple-a-day-khar
Anand Dosa,https://www.zomato.com/mumbai/anand-dosa-bandra-talao-bandra-west
Aab O Daana,https://www.zomato.com/mumbai/aab-o-daana-colaba
Ajit Palace Family Restaurant,https://www.zomato.com/mumbai/ajit-palace-family-restaurant-kharghar-navi-mumbai
Authentic - The European Kitchen,https://www.zomato.com/mumbai/authentic-the-european-kitchen-andheri-lokhandwala
Anna Sagar Kitchen,https://www.zomato.com/mumbai/anna-sagar-kitchen-linking-road-bandra-west
Andawala,https://www.zomato.com/mumbai/andawala-borivali-west
Amrita's Healthy Treats & More,https://www.zomato.com/mumbai/amritas-healthy-treats-more-santacruz-west
Amrut Punjab,https://www.zomato.com/mumbai/amrut-punjab-mumbai-central
Abhinandan,https://www.zomato.com/mumbai/abhinandan-airoli-navi-mumbai
Aram,https://www.zomato.com/mumbai/aram-lower-parel
Attill Kitchen & Bar,https://www.zomato.com/mumbai/attill-kitchen-bar-malad-east
Arma Court,https://www.zomato.com/mumbai/arma-court-bandra-east
Amore Gourmet Gelato,https://www.zomato.com/mumbai/amore-gourmet-gelato-mulund-west
Abhishek Pure Veg,https://www.zomato.com/mumbai/abhishek-pure-veg-mira-road
Amboli That,https://www.zomato.com/mumbai/amboli-that-kharghar-navi-mumbai
Apsara Ice Creams,https://www.zomato.com/mumbai/apsara-ice-creams-ghatkopar-east
Hotel Swagath Biryani Corner,https://www.zomato.com/mumbai/hotel-swagath-biryani-corner-manpada-thane-west-thane
Asia Bar,https://www.zomato.com/mumbai/asia-bar-kurla
Aroma The Cake Shop,https://www.zomato.com/mumbai/aroma-the-cake-shop-matunga-west
Amore Gourmet Gelato,https://www.zomato.com/mumbai/amore-gourmet-gelato-andheri-lokhandwala
Achija,https://www.zomato.com/mumbai/achija-naupada-thane-west
Ajit Restaurant,https://www.zomato.com/mumbai/ajit-restaurant-vikhroli
Anand Bhuvan Hotel,https://www.zomato.com/mumbai/anand-bhuvan-hotel-lower-parel
Adarsh Mithai Mandir,https://www.zomato.com/mumbai/adarsh-mithai-mandir-grant-road
Adarsh Restaurant & Bar,https://www.zomato.com/mumbai/adarsh-restaurant-bar-chembur
A-1 Fish Koliwada,https://www.zomato.com/mumbai/a-1-fish-koliwada-tardeo
Arun Restaurant & Bar,https://www.zomato.com/mumbai/arun-restaurant-bar-seawoods-navi-mumbai
Amrut Restaurant & Bar,https://www.zomato.com/mumbai/amrut-restaurant-bar-matunga-east
Ate-Oh-Ate,https://www.zomato.com/mumbai/ate-oh-ate-tardeo
Apoorva Bar & Restaurant,https://www.zomato.com/mumbai/apoorva-bar-restaurant-mulund-east
Adarsh Restaurant & Bar,https://www.zomato.com/mumbai/adarsh-restaurant-bar-kandivali-west
Artisanal Gouris,https://www.zomato.com/mumbai/artisanal-gouris-mahalaxmi
Anand Paratha House,https://www.zomato.com/mumbai/anand-paratha-house-seawoods-navi-mumbai
Arsalan,https://www.zomato.com/mumbai/arsalan-andheri-lokhandwala
Apna Punjabi Tadka,https://www.zomato.com/mumbai/apna-punjabi-tadka-mira-road
Al Shawarma,https://www.zomato.com/mumbai/al-shawarma-kandivali-west
Amber,https://www.zomato.com/mumbai/amber-bandra-east
Ajwa Kitchen,https://www.zomato.com/mumbai/ajwa-hospitality-chakala
Albrost Fast Food,https://www.zomato.com/mumbai/albrost-fast-food-1-mumbai-central
Aishwarya Pure Veg,https://www.zomato.com/mumbai/aishwarya-pure-veg-kamothe-navi-mumbai
Arabia Restaurant,https://www.zomato.com/mumbai/arabia-restaurant-mumbai-central
RatnaKokan,https://www.zomato.com/mumbai/ratnakokan-kalamboli-navi-mumbai
Atithee Restaurant,https://www.zomato.com/mumbai/atithee-restaurant-worli
Aromas of China,https://www.zomato.com/mumbai/aromas-of-china-goregaon-east
Avarya,https://www.zomato.com/mumbai/avarya-santacruz-west
Al Bake,https://www.zomato.com/mumbai/al-bake-santacruz-east
Amritsari House,https://www.zomato.com/mumbai/amritsari-house-oshiwara
Apsara Ice Creams,https://www.zomato.com/mumbai/apsara-ice-creams-malad-west
Avkar - Family Restaurant Pure Veg,https://www.zomato.com/mumbai/avkar-family-restaurant-pure-veg-mira-road
Apsara Ice Creams,https://www.zomato.com/mumbai/apsara-ice-creams-mahakali
Al Tosha,https://www.zomato.com/mumbai/al-tosha-1-7-bungalows
Annapoorna Home Food,https://www.zomato.com/mumbai/annapoorna-home-food-nerul-navi-mumbai
Annapurna Farsan Mart,https://www.zomato.com/mumbai/annapurna-farsan-mart-pali-hill-bandra-west
American Fried Chicken,https://www.zomato.com/mumbai/american-fried-chicken-1-kandivali-east
Annapurna,https://www.zomato.com/mumbai/annapurna-dombivali-east
Ashirwad Hotel & Caterers,https://www.zomato.com/mumbai/ashirwad-hotel-caterers-ghatkopar-west
Alfa Bakery,https://www.zomato.com/mumbai/alfa-bakery-versova
All My Sins,https://www.zomato.com/mumbai/all-my-sins-near-andheri-west-station
Associate's Cafe,https://www.zomato.com/mumbai/associates-cafe-dombivali-east
Amul Ice Cream Parlour,https://www.zomato.com/mumbai/amul-ice-cream-parlour-dombivali-east
Akshaya Restaurant & Bar,https://www.zomato.com/mumbai/akshaya-restaurant-bar-vasai
Aroma The Bake Shop,https://www.zomato.com/mumbai/aroma-the-bake-shop-lower-parel
Aladdin - The Magic Lounge,https://www.zomato.com/mumbai/aladdin-the-magic-lounge-4-bungalows
Adarsh Restaurant,https://www.zomato.com/mumbai/adarsh-restaurant-vikhroli
Ambika Lunch Home,https://www.zomato.com/mumbai/ambika-lunch-home-lower-parel
The Adda,https://www.zomato.com/mumbai/the-adda-chembur
Alankar Restaurant,https://www.zomato.com/mumbai/alankar-restaurant-fort
Anna Dosa Corner,https://www.zomato.com/mumbai/anna-dosa-corner-carter-road-bandra-west
Amber,https://www.zomato.com/mumbai/amber-veera-desai-area
Asia On My Plate,https://www.zomato.com/mumbai/asia-on-my-plate-lower-parel
Aztecs Chocolates And Food,https://www.zomato.com/mumbai/aztecs-chocolates-and-food-lower-parel
Amantran Chinese Corner,https://www.zomato.com/mumbai/amantran-chinese-corner-mira-road
Arafa Restaurant,https://www.zomato.com/mumbai/arafa-restaurant-juhu
Adarsh,https://www.zomato.com/mumbai/adarsh-andheri-lokhandwala
Anand Bhuvan,https://www.zomato.com/mumbai/anand-bhuvan-kalbadevi
Amritsari Tadka,https://www.zomato.com/mumbai/amritsari-tadka-khar
Atithi Family Restaurant & Bar,https://www.zomato.com/mumbai/atithi-family-restaurant-bar-dombivali-west
Al Shawarma,https://www.zomato.com/mumbai/al-shawarma-oshiwara
Auresta Food Box,https://www.zomato.com/aurestafoodboox
