Name,Price
Butter Mysore Sada Dosa,₹125
Butter Onion Rawa Masala Dosa,₹150
Butter Onion Rawa Sada Dosa,₹130
Butter Paper Masala Dosa,₹260
Butter Paper Sada Dosa,₹230
Butter Rawa Masala Dosa,₹125
Butter Rawa Sada Dosa,₹125
Butter Roll Masala Dosa,₹130
Butter Sada Dosa,₹120
Cheese Masala Dosa,₹130
Cheese Mysore Masala Dosa,₹150
Cheese Mysore Sada Dosa,₹135
Cheese Onion Rawa Msl Dosa,₹155
Cheese Onion Rawa Sada,₹135
Cheese Paper Masala Dosa,₹260
Cheese Paper Sada Dosa,₹230
Cheese Rawa Masala Dosa,₹140
Cheese Rawa Sada Dosa,₹130
Cheese Roll Masala Dosa,₹150
Cheese Sada Dosa,₹125
Cheese Tomato Omlet,₹130
Masala Dosa,₹115
Mysore Masala Dosa,₹135
Mysore Sada Dosa,₹115
Onion Rawa Masala Dosa,₹140
Onion Rawa Sada Dosa,₹120
Paneer Masala Dosa,₹130
Paneer Mysore Msl Dosa,₹150
Paneer Mysore Sada Dosa,₹135
Paneer Onion Rawa Msl Dosa,₹155
Paneer Onion Rawa Sada,₹135
Paneer Rawa Msl Dosa,₹140
Paneer Rawa Sada Dosa,₹130
Paneer Roll Masala Dosa,₹155
Paneer Sada Dosa,₹125
Paper Masala Dosa,₹220
Paper Sada Dosa,₹185
Rawa Masala Dosa,₹120
Rawa Sada Dosa,₹110
Roll Masala Dosa,₹120
Sada Dosa,₹110
Special Masala Dosa,₹175
Special Rawa Masala Dosa,₹165
Butter Coconut Uttappam,₹140
Butter Msl Uttappam,₹140
Butter Onion Uttappam,₹125
Butter Otc Uttappam,₹140
Butter Spl Onion Uttappam,₹180
Butter Tomato Onion Uttappam,₹135
Butter Tomato Uttappam,₹125
Butter Uttappam,₹120
Cheese Coconut Uttappam,₹145
Cheese Masala Uttappam,₹145
Cheese Onion Uttappam,₹135
Cheese Otc Uttappam,₹145
Cheese Tomato Onion Uttappam,₹140
Cheese Tomato Uttappam,₹135
Cheese Uttappam,₹125
Coconut Uttappam,₹130
Masala Uttappam,₹130
Onion Uttappam,₹120
Otc Uttappam,₹130
Paneer Tomato Omlet,₹130
Set Uttappam,₹135
Tomato Omlet,₹115
Tomato Onion Uttappam,₹125
Tomato Uttappam,₹120
Uttappam,₹110
Bhaji Only,₹165
Butter Pav,₹25
Cheese Bhaji,₹190
Cheese Khada Pav Bhaji,₹215
Cheese Masala Pav,₹170
Cheese Pav Bhaji,₹195
Extra Btr,₹40
Extra Cheese,₹50
Jain Cheese Pav Bhaji,₹215
Jain Pav Bhaji,₹185
Khada Pav Bhaji,₹190
Masala Pav,₹165
Only Bhaji Jain,₹172
Paneer Bhaji,₹195
Paneer Masala Pav,₹170
Paneer Pav Bhaji,₹195
Pav Bhaji,₹180
Pav.[Sada],₹11
Plain Pav,₹11
Sai Prakash Dry Fruit Pav Bhaj,₹215
Cheese Biryani,₹285
Cheese Mush Biryani,₹295
Cheese Mush Paneer Biryani,₹310
Cheese Paneer Pulav,₹280
Cheese Pulav,₹270
Curd Rice,₹210
Curd Rice Tadka,₹220
Dal Khicdi Tadka,₹270
Dal Khichadi,₹245
Dal Palak Khichadi,₹250
Dal Palak Khichadi Tadka,₹270
Dal Rice Full,₹150
Dal Rice Half,₹90
Dum Biryani,₹295
Half Steam Rice,₹110
Handi Biryani,₹300
Hyderabadi Biryani,₹260
Hyderabadi Dum Biryani,₹305
Jeera Rice,₹215
Kashmiri Biryani (Sweet),₹270
Kashmiri Pulav (Sweet),₹255
Lemon Rice,₹240
Mush Biryani,₹280
Mush Paneer Biryani,₹290
Navratan Biryani (Sweet),₹270
Navratan Pulav (Sweet),₹255
Palak Khichadi,₹240
Palak Kichidi Tadka,₹250
Paneer Biryani,₹270
Paneer Dum Biryani,₹290
Paneer Hyderabadi Biryani,₹280
Paneer Pulav,₹260
Plain Rice Full,₹106
Plain Rice Half,₹59
Sai Prakash Spl Biryani,₹310
Sambar Rice Half,₹150
Samber Rice Full,₹90
Steam Rice,₹200
Veg Biryani,₹250
Veg Cheese Biryani,₹275
Veg Cheese Pulav,₹270
Veg Pulav,₹230
Butter Idli,₹115
Dahi Idli,₹120
Dahi Misal,₹115
Dahi Wada,₹115
Fry Idli,₹115
Idli Chutney,₹100
Idli Sambar/Chantni,₹100
Idli Wada,₹105
Medu Wada Sambar,₹110
Misal Only,₹100
Misal Pav,₹110
Misal With Butter Pav,₹130
Mix Wada,₹110
Potato Wada,₹100
Puri Bhaji,₹125
Shrikhad Puri,₹125
Veg Cutlet,₹100
Wada Usal,₹110
Cheese Paneer Mush Tawa Pulav,₹282
Cheese Paneer Tawa Pulav,₹276
Cheese Tawa Pulav,₹276
Mush Tawa Pulav,₹276
Paneer Tawa Pulav,₹276
Tawa Pulav,₹252
Bread Butter,₹100
Bread Butter Jam,₹105
Chatni Sandwich,₹95
Chatni Toast Sandwich,₹105
Cheese Grilled Sandwich,₹155
Cheese Sandwich,₹140
Cheese Toast Omlet Sandwich,₹150
Cheese Toast Sandwich,₹150
Club Sandwich,₹160
Toast Butter,₹120
Toast Butter Jam,₹115
Toast Omlet Sandwich,₹125
Veg Cheese Grill Sandwich,₹155
Veg Cheese Sandwich,₹135
Veg Cheese Toast Sandwich,₹145
Veg Grill Sandwich,₹145
Veg Sandwich,₹110
Veg Toast Sandwich,₹120
Aloo Paratha,₹120
Cheese Parata,₹140
Methi Paratha,₹120
Paneer Paratha,₹140
Pudina Paratha,₹120
Veg Paratha,₹125
American Chopsuey,₹260
Burnt Garlic Fried Rice,₹260
Chinese Bhel,₹230
Hakka Noodles,₹240
Hong Kong Fried Rice,₹255
Hong Kong Noodles,₹255
Jeera Fried Rice,₹235
Kolhapuri Fried Rice,₹255
Manchurian Fried Rice,₹300
Manchurian Noodles,₹300
Mixed Fried Noodles,₹265
Mixed Fried Rice,₹260
Mushroom Fried Rice,₹270
Mushroom Noodles,₹270
Mushroom Schezwan Fried Rice,₹280
Mushroom Schezwan Noodles,₹280
Mushroom Spinach Fried Rice,₹285
Packing Fried Rice,₹285
Packing Noodles,₹295
Paneer Fried Rice,₹265
Paneer Schezwan Fried Rice,₹275
Paneer Triple Schezwan Fried Rice,₹330
Schezwan Fried Rice,₹255
Schezwan Noodles,₹255
Singapore Fried Rice,₹255
Singapore Noodles,₹255
Triple Schezwan Fried Rice,₹315
Triple Schezwan Noodles,₹315
Veg Combination Rice,₹300
Veg Fried Rice,₹240
Veg Ginger Fried Rice,₹250
Veg Mushroom Fried Rice,₹280
Veg Pot Rice,₹350
Batura,₹80
Butter Alu Parata,₹130
Butter Chapati,₹35
Butter Cheese Garlic Naan,₹131
Butter Cheese Naan,₹118
Butter Garlic Naan,₹105
Butter Kulcha,₹80
Butter Methi Roti,₹72
Butter Missi Roti,₹82
Butter Naan,₹82
Butter Paneer Parata,₹140
Butter Paratha,₹80
Butter Roti,₹52
Chapati,₹29
Cheese Alu Parata,₹135
Cheese Butter Garlic Naan,₹105
Cheese Butter Naan,₹118
Cheese Garlic Naan,₹110
Cheese Kulcha,₹90
Cheese Naan,₹115
Garlic Kulcha,₹91
Garlic Naan,₹91
Kulcha,₹65
Laccha Parata,₹65
Makai Roti,₹72
Masala Kulcha,₹130
Masala Naan,₹130
Methi Roti,₹57
Missi Roti,₹66
Naan,₹62
Paneer Butter Naan,₹120
Paneer Naan,₹115
Paratha,₹65
Puri,₹100
Roti,₹38
Stuff Paratha,₹125
Boondi Raita,₹130
Cheese Masala Papad,₹120
Curd,₹110
Fried Papad,₹50
Green Salad,₹125
Masala Papad,₹110
Pineapple Raita,₹140
Roasted Papad,₹40
Shrikhand,₹50
Veg Raita,₹130
Gulab Jamun,₹85
Kesar Falooda,₹180
Kulfi Falooda,₹190
Rose Falooda,₹180
Sai Prakash Special Falooda,₹200
Butter Milk,₹80
Chass,₹70
Dry Fruit Lassi,₹160
Fanta 2 Ltrs,₹140
Fanta 500 Ml,₹55
Fresh Lime Juice,₹70
Frooti,₹300
Ginger Lemon,₹55
Jal Jeera Water,₹55
Kesar Lassi,₹120
Kiwi Squash,₹225
Mango Lassi,₹145
Maza 500 Ml,₹50
Mineral Water (1Ltr),₹30
Mineral Water 500Ml,₹20
Red Bull,₹125
Rose Lassi,₹130
Salted Lassi,₹110
Sikandar Sharbat,₹50
Slice Mangola (500 Ml),₹70
Soda (500Ml),₹35
Soft Drinks( 250Ml),₹30
Solkadi,₹75
Sprite 2 Ltrs,₹95
Sprite 500 Ml,₹55
Sting Energy Drinks,₹30
Sweet Lassi,₹110
Thums Up Tin,₹35
Thums-up 2 Ltrs,₹140
Thums-up 500 Ml,₹55
Anjeer Milk Shake,₹225
Apple Milk Shake,₹180
Badam Milk Shake,₹235
Chikku Milk Shake,₹175
Chocolate Milk Shake,₹170
Cold Coffee,₹160
Dry Fruit Milk Shake,₹265
Kaju Anjeer Milk Shake,₹240
Kesar Milk Shake,₹155
Mango Milk Shake,₹180
Pineapple Milk Shake,₹170
Pista Milk Shake,₹235
Rose Milk Shake,₹155
Strawberry Milk Shake,₹165
Vanilla Milk Shake,₹155
Anar Juice,₹150
Apple Juice,₹150
Grapes Juice,₹130
Kiwi Milk Shake,₹300
Mango Juice,₹145
Mara Mari Juice,₹135
Mosambi Blossom,₹155
Mosambi Juice,₹130
Pineapple Juice,₹130
Water Melon Blossom,₹155
Water Melon Juice,₹130
Fruit Punch,₹225
Pacific Blue,₹225
Shagun,₹225
Sherly Temple,₹225
Strawbarry Delight,₹225
Dilkush,₹252
Fruit Salad,₹195
Fruit Salad With Icecream,₹220
Fruit Salad With Icecream With Jelly,₹225
Fruit Salad With Jelly,₹210
Gadbad,₹252
Mini Gadbad,₹165
Special Fruit Salad,₹280
ButterScotch Cup,₹40
ButterScotch Family Pack,₹220
Butterscotch Cornetto,₹50
Choco Chips Cornetto,₹55
Choco Vanila Cone,₹45
Chocobar,₹40
Chocolate Cone,₹55
Cornetto Small,₹140
Magnum / Truffle,₹110
Magnum Almond,₹120
Malai Kulfi Slice,₹60
Strawberry Cup,₹40
Strawberry Family Pack,₹210
Vanilla Cup,₹22
Vanilla Family Pack,₹210
Vanilla Large Cup,₹40
Bhaji ( Dry ),₹70
Extra Fry Noodles,₹15
Extra Raita,₹28
Extra Schezwan Sauce,₹35
Potato Dry Bhaji,₹77
Sambar,₹77
Usal,₹80
Kachori,₹120
Kachori Sabudana Mix,₹125
Potato Chips,₹120
Sabudana Wada,₹115
Neer Dosa (3 Pcs),₹95
Bhaji Dosa,₹160
Butter Palak Masala Dosa,₹150
Butter Palak Sada Dosa,₹140
Cheese Bhaji Dosa,₹170
Cheese Palak Masala Dosa,₹165
Cheese Palak Sada Dosa,₹160
Palak Masala Dosa,₹140
Palak Sada Dosa,₹135
Paneer Bhaji Dosa,₹170
Paneer Palak Masala Dosa,₹170
Paneer Palak Sada Dosa,₹160
Spring Dosa,₹170
Jain Cheese Pav Bhaji.,₹215
Jain Pav Bhaji,₹185
Only Bhaji Jain,₹172
